gene_id,D1_dNA,D2_dNA,D3_dNA,E1_dNA,E1_dPA,E2_dNA,E2_dPA,E3_dNA,E3_dPA,P1_dNA,P1_dP,P2_dNA,P2_dP,P3_dNA,P3_dP,T1_CD71A,T2_CD71A,T3_CD71A
ENSMUSG00000027220|Syt13,28,29,10,33,8,23,0,15,5,24,56,9,47,18,81,19,8,5
MSTRG.13381|Prdm11,101,68,66,528,271,599,304,480,273,330,206,347,131,222,339,122,133,100
MSTRG.13382|4631405J19Rik,0,3,3,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0
MSTRG.13384|Trp53i11,723,913,1059,727,577,797,608,766,611,947,485,968,391,1049,697,922,830,570
MSTRG.13385|Tspan18,22,12,3,24,0,71,8,60,15,31,13,33,16,24,22,13,8,17
ENSMUSG00000085852|Gm13807,15,13,23,13,0,12,3,20,8,22,28,39,15,21,25,16,17,14
MSTRG.13347|Gm13780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13348|2900072N19Rik,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13349|Phf21a,5774,6103,6485,3030,2675,3326,2868,3150,2841,3724,6370,4081,3547,3997,5970,3914,4235,4133
MSTRG.13350|Mir1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13351|Gm13786,0,0,0,0,0,16,0,2,0,0,1,0,1,0,0,0,0,0
MSTRG.13352|Gm13785,7,11,0,3,6,1,2,3,10,3,8,5,6,5,7,1,6,10
MSTRG.13353|Phf21a,61,65,53,35,23,22,33,32,19,27,56,39,40,44,62,53,59,57
MSTRG.13378|Cd82,3903,4007,3927,3634,3021,3890,3066,3644,3161,5722,10119,5664,6034,6075,9883,3635,3414,3493
MSTRG.13380|Gm10804,0,7,3,0,3,0,0,3,0,0,2,0,2,9,9,3,3,5
MSTRG.13379|Mir7001,2,0,0,0,1,0,2,3,0,1,0,0,0,0,1,0,0,0
MSTRG.13383|Accs,202,172,140,568,528,673,699,573,630,213,388,216,242,286,415,279,301,206
MSTRG.13388|Alx4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.13389|Ext2,1412,1427,1309,4304,4174,4103,3918,3998,4265,2590,2661,2367,1904,2014,3317,2358,1996,1638
MSTRG.13390|Gm13818,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0
MSTRG.13376|Gm27027,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.13376|Alkbh3,591,623,477,1182,1234,1150,1206,1268,1175,829,846,816,546,775,966,798,753,615
MSTRG.13376|Gm13889,3,0,15,9,5,7,8,7,3,27,17,0,11,14,11,19,18,16
MSTRG.13377|Alkbh3os1,29,35,13,32,32,41,31,10,23,42,41,107,10,36,53,43,25,15
ENSMUSG00000075020|Mir670hg,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
ENSMUSG00000093033|Gm23630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065511|Mir129-2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000106336|Mir129b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076335|Mir670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13364|Hsd17b12,1162,1263,1098,2801,3832,2497,3686,2891,4253,1625,1904,1632,1265,1875,2152,1591,1321,1714
MSTRG.13365|Hsd17b12,15,24,21,25,35,40,59,59,83,17,27,11,14,19,31,16,21,10
MSTRG.13372|Ttc17,1531,1469,1356,1359,1580,1389,1526,1404,1636,1571,2108,1411,1392,1638,2218,1473,1551,1876
MSTRG.13375|Api5,5762,5686,5235,9616,11601,9265,11126,9231,11947,7442,5307,6851,3413,7006,5739,6885,6014,6328
MSTRG.13373|Itpa-ps1,15,7,7,20,22,28,29,12,15,9,10,2,3,8,13,12,5,2
MSTRG.13374|2810002D19Rik,130,161,119,208,178,162,177,213,217,155,148,84,94,200,152,192,106,160
MSTRG.13386,162,256,352,221,61,171,55,208,57,100,80,144,52,236,82,275,116,526
ENSMUSG00000083846|Gm13797,1,0,0,2,0,1,0,0,2,0,0,2,0,0,0,0,2,2
MSTRG.13367|Gm13803,18,47,41,57,25,45,19,33,23,35,17,43,18,18,18,32,22,17
MSTRG.13368|Gm13803,1,0,1,4,1,9,1,3,4,4,3,4,0,7,4,1,3,3
MSTRG.13396|Gm10801,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
MSTRG.13397|Gm10800,0,0,0,0,0,0,0,0,0,0,9,0,322,0,4,0,0,0
ENSMUSG00000094873|Gm13812,6,7,6,0,2,2,7,3,1,3,2,3,2,4,4,3,7,0
ENSMUSG00000095203|Gm13810,2,1,4,0,0,2,6,2,1,0,2,3,2,1,2,3,6,0
MSTRG.13398|B230118H07Rik,123,97,96,351,419,314,465,370,455,252,149,233,101,185,163,256,172,169
MSTRG.13399|Gm20693,0,2,0,0,2,2,1,0,2,2,0,0,0,2,0,0,0,0
MSTRG.13400|Rag2,3,2,0,0,6,0,0,5,0,0,6,4,0,0,3,0,0,0
MSTRG.13398|Rag1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13366|Traf6,2862,3101,3212,3024,2700,3095,2836,2831,2764,2936,2382,2536,1459,2524,2575,2380,2190,2721
MSTRG.13403|Prr5l,105,153,122,105,28,94,18,120,18,178,307,194,160,173,258,32,39,42
MSTRG.13404|Gm13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13395|Commd9,326,375,273,624,711,644,773,670,682,424,399,405,258,375,412,355,273,246
MSTRG.13391|Ldlrad3,308,334,346,433,1146,425,868,749,1155,406,1080,400,601,460,955,532,378,328
MSTRG.13392|Gm13919,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13392|Gm13920,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13393|Gm13921,72,79,63,126,114,115,129,126,111,85,86,135,60,73,86,85,83,59
ENSMUSG00000027188|Pamr1,5,3,0,0,0,0,0,0,0,0,14,0,16,6,20,0,0,0
MSTRG.13401|Trim44,1372,1290,995,4600,4424,4321,4111,4026,4214,3605,3443,3672,1936,2698,3519,1912,1744,1671
MSTRG.13402|Gm13868,4,2,0,1,0,0,0,4,0,0,2,0,2,4,4,0,0,2
ENSMUSG00000058281|Gm10038,8,0,3,0,0,0,0,2,0,0,0,0,1,2,0,2,0,0
ENSMUSG00000012350|Ehf,8,21,16,0,0,3,0,6,0,31,32,21,44,46,55,0,4,7
ENSMUSG00000027186|Elf5,7,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0
MSTRG.13409|Pdhx,351,380,295,885,970,838,1062,862,969,631,418,784,265,537,469,407,403,438
MSTRG.13410|Apip,481,494,411,649,547,707,510,623,493,543,320,574,189,491,342,569,565,431
MSTRG.13407|Cd44,20077,21257,20601,10360,11224,10586,10440,11047,12019,18374,20834,17664,13494,21627,21091,12874,13662,17375
MSTRG.13408|Gm23731,1,2,0,0,3,0,1,2,0,0,1,0,2,3,0,0,0,2
MSTRG.13411|Cat,4702,4417,3778,10147,8318,10935,8019,9573,8407,7599,9689,7952,5799,6452,9144,4349,4783,4512
MSTRG.13412|Abtb2,1409,1508,1681,123,106,104,127,119,112,753,945,661,689,878,1000,528,569,786
MSTRG.13413|Abtb2,18,19,18,0,0,1,0,0,1,10,32,49,18,12,17,17,17,6
MSTRG.13414|Nat10,500,417,317,3758,4585,3577,4318,3576,4662,2474,1167,2195,645,1492,1485,843,585,362
MSTRG.13417|Gm13878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
MSTRG.13428|Gm13881,20,9,12,9,31,7,12,7,10,6,3,6,0,3,6,19,3,6
MSTRG.13415|Caprin1,12288,12582,12471,25310,31996,26011,28120,27009,31883,19224,12511,18825,8306,16277,14240,13864,13023,13545
ENSMUSG00000078091|Gm10912,2,0,3,0,0,2,0,0,0,0,0,0,3,3,3,3,2,0
MSTRG.13418|Cd59b,25,21,12,118,29,115,24,92,17,112,26,95,20,72,54,30,27,3
MSTRG.13419|Cd59b,0,0,0,5,0,3,3,0,0,0,0,14,0,0,0,0,0,0
MSTRG.13420|Cd59b,3,3,3,7,2,0,0,1,0,0,3,15,0,4,3,3,0,0
MSTRG.13421|Cd59a,135,132,60,639,73,670,64,437,64,675,74,837,133,401,228,112,40,44
ENSMUSG00000032671|A930018P22Rik,3,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0
MSTRG.13422,38,47,33,19,40,36,41,11,34,40,74,23,24,35,70,37,40,81
MSTRG.13423|D430041D05Rik,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0
MSTRG.13424|Gm22501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13425|Gm13883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13426|Gm25554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13427|Gm13882,46,53,47,36,61,48,47,42,63,49,74,39,54,57,75,49,51,55
MSTRG.13429|Lmo2,4657,4327,4361,13660,13440,12885,12500,12359,11580,5767,3688,5304,2374,4864,4500,5262,4508,4264
MSTRG.13430|4931422A03Rik,415,545,462,883,839,920,588,705,537,270,168,291,55,299,168,446,477,540
MSTRG.13431|Fbxo3,3478,3817,3932,4288,3239,3629,3302,3403,3095,3269,2208,3047,1316,3036,2227,3833,3120,3489
MSTRG.13431|Gm24644,524,549,416,343,199,355,173,223,169,149,146,211,91,230,113,226,334,491
ENSMUSG00000086454|Platr14,0,14,0,0,0,0,6,0,7,3,0,0,3,0,3,0,0,3
MSTRG.13432|Mir1902,2439,3196,3026,2593,2823,2324,3134,2911,2393,3465,2772,1211,1987,3157,1829,1571,2630,1843
MSTRG.13432|Hipk3,2058,1613,1689,1380,2050,1991,1401,1465,2389,1666,2025,3276,814,1860,2756,2926,2102,4157
MSTRG.13433|Depdc7,11,23,8,77,78,41,76,66,110,42,66,42,28,51,36,30,10,30
MSTRG.13434|Cstf3,1043,1031,994,1909,2310,1664,2153,1850,2427,1355,811,1256,472,1367,949,1072,939,985
MSTRG.13435|Tcp11l1,498,440,406,911,854,1015,846,881,860,673,622,648,333,474,681,432,468,538
MSTRG.13436|Tcp11l1,73,80,72,61,53,88,57,53,58,57,83,84,50,31,77,52,68,84
MSTRG.13440|Prrg4,406,321,191,1789,858,1559,940,1234,1026,833,206,778,125,443,315,248,183,89
MSTRG.13437|Qser1,1339,1356,1238,1985,4341,2281,3868,2585,4429,1158,977,1057,454,959,1085,1459,1375,1386
MSTRG.13439|Gm13886,0,0,0,0,7,3,0,0,4,0,0,0,0,0,0,2,0,0
MSTRG.13438|Gm13886,50,59,51,29,43,26,70,40,50,15,35,11,21,38,44,68,72,68
MSTRG.13446,128,102,149,40,59,43,65,33,52,109,43,124,27,95,33,123,142,114
ENSMUSG00000055312|Them7,3,5,0,32,0,71,0,18,5,76,8,48,7,23,6,0,0,0
MSTRG.13441|Ccdc73,38,39,59,62,60,70,59,76,49,40,60,18,16,41,40,47,57,84
MSTRG.13442|Gm13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13445|Eif3m,2211,2681,2806,5237,5099,4641,4850,4296,5385,3244,2633,2953,1698,2822,2654,3254,2784,2823
MSTRG.13443|Ccdc73,6,4,6,4,4,5,7,7,1,9,3,41,3,5,7,5,4,4
MSTRG.13444|Ccdc73,2,5,3,4,17,3,5,5,2,2,4,24,0,2,1,5,6,6
MSTRG.13447|Rcn1,486,507,448,1339,1577,1238,1500,1038,1394,357,727,395,410,309,952,830,782,705
MSTRG.13449|Pax6os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13449|Gm13890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13452|Paupar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13453|Pax6,4,0,0,6,3,0,0,0,0,0,0,17,5,3,0,0,0,9
MSTRG.13450|Rpl10-ps1,463,509,490,1152,1071,885,1119,816,976,631,711,589,437,556,743,848,624,536
MSTRG.13451|Pax6os1,17,14,13,30,15,26,20,49,19,14,17,19,7,14,16,13,8,8
MSTRG.13448|Pax6,5,0,0,13,14,13,18,16,12,15,13,49,4,11,13,0,4,3
MSTRG.13455|Gm13954,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
MSTRG.13454|Elp4,135,106,82,575,558,507,499,469,574,392,212,421,94,272,224,172,142,144
MSTRG.13456|Immp1l,324,259,340,614,556,458,506,492,502,430,276,311,253,478,308,364,344,405
ENSMUSG00000082066|Gm13904,4,0,3,15,8,6,8,4,10,4,2,5,4,7,2,3,2,0
MSTRG.13464|Arl14ep,901,878,847,1220,1628,1150,1502,1297,1735,1167,897,1063,595,1172,1042,1165,1014,995
MSTRG.13457|Dnajc24,88,95,92,339,326,278,330,239,335,214,165,132,121,123,157,195,132,129
MSTRG.13458|Gm22002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13459|n-R5s201,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13460|Dcdc5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MSTRG.13461|Gm13992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13462|Gm29053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13463|Gm14013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052005|Gm9864,0,3,0,0,2,0,4,0,2,2,2,0,1,5,1,2,1,1
MSTRG.13466|Rpl35a-ps4,86,69,85,144,130,106,138,121,128,88,86,101,40,93,82,126,124,95
MSTRG.13465|Hadhb-ps,46,37,43,107,94,88,87,72,102,49,38,63,38,75,76,45,42,65
MSTRG.13468,7,9,21,33,15,13,24,10,10,19,29,7,32,12,26,16,15,20
MSTRG.13467,19,17,22,22,12,19,19,15,15,14,13,28,12,13,11,20,19,13
ENSMUSG00000083915|Gm13932,2,3,0,0,0,2,0,2,3,0,2,2,1,0,0,0,0,0
MSTRG.13469|Mettl15,284,206,256,297,324,363,316,310,360,312,225,218,154,254,252,321,233,255
MSTRG.13470|Gm24115,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.13471|Kif18a,1282,1423,1466,821,701,787,713,772,971,922,201,1023,136,893,309,1029,1008,1167
ENSMUSG00000063751|Platr8,8,0,6,4,0,0,5,8,0,0,6,0,0,3,5,9,0,10
MSTRG.13472|Lin7c,2895,3175,3443,2859,3208,2520,3078,2623,3512,2551,2775,2390,1493,2865,2602,3374,3214,3941
MSTRG.13473|Lgr4,126,112,142,104,219,152,211,151,200,136,59,142,70,142,101,165,115,160
MSTRG.13475|Ccdc34os,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MSTRG.13474|Ccdc34,1894,1915,2051,1407,1824,1542,1700,1735,1791,1146,311,1232,179,1176,361,1786,1918,1827
ENSMUSG00000074968|Ano3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ENSMUSG00000050808|Muc15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13476|Lpcat4,2320,2218,2327,1536,2402,2052,2587,2463,2495,2062,1514,1791,809,2371,1581,1983,2206,2038
MSTRG.13478|Nop10,812,695,789,3935,4072,3672,4547,3418,4471,2172,1942,2609,1071,1834,2109,1553,1203,973
MSTRG.13479,2,12,8,16,74,32,87,47,79,4,6,9,3,7,0,21,22,7
MSTRG.13481|n-R5s202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13480|Emc7,1214,1254,1274,1831,2250,1617,2118,1736,2182,1488,1630,1330,1044,1449,1839,1583,1247,1501
ENSMUSG00000023236|Scg5,8,12,6,0,0,3,5,9,5,6,0,7,0,0,4,0,0,2
MSTRG.13482|Gm21985,3690,6692,4217,3028,2190,3569,2055,1323,1746,5865,6468,2661,4266,5948,6291,4051,1963,8058
MSTRG.13484|Gm13940,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0
MSTRG.13482|Slc12a6,7750,4413,6990,3095,2227,2752,2543,4532,2616,2860,4385,5380,2315,3871,4340,4240,6888,2994
MSTRG.13483|Emc4,768,756,667,1529,2104,1908,2144,1875,2367,994,1218,1009,718,894,1307,1159,1024,938
MSTRG.13482|Katnbl1,682,665,596,692,882,585,784,685,869,604,464,517,357,638,583,596,627,708
ENSMUSG00000044042|Fmn1,10,12,15,31,44,28,66,55,78,45,273,23,171,64,248,71,71,90
ENSMUSG00000084391|Gm13967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085448|Gm13963,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSMUSG00000087545|Gm13966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105821|Gm44465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087106|Gm13964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084798|4930533B01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
MSTRG.13485|Aven,65,68,48,487,616,452,472,503,549,354,188,314,148,231,263,86,61,53
MSTRG.13486|Gm22676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13487|Gm44374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13488|Ryr3,0,0,7,14,2,23,4,33,3,6,45,16,22,13,33,18,32,14
MSTRG.13489|Ryr3,10,8,5,17,15,12,14,13,20,24,11,4,13,15,9,22,18,8
MSTRG.13491|Arhgap11a,6799,6481,6940,5026,5993,4709,5313,4961,5977,5480,1716,5328,1025,6310,2051,5916,5821,7522
MSTRG.13490|Gm21596,518,429,528,841,940,777,786,748,865,776,209,742,115,620,253,557,616,553
MSTRG.13495|Zfp770,192,188,173,476,583,429,539,461,558,330,221,376,135,277,193,299,274,255
MSTRG.13497|Mir7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13496|Aqr,2360,2215,1975,6160,6989,6077,6191,6166,6898,4357,2845,4737,1936,3618,3183,3022,2784,2962
MSTRG.13498|Dph6,348,231,227,999,1210,903,1019,989,1207,669,597,699,327,554,729,399,353,260
MSTRG.13499|Gm13972,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13501|Mir1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13501|BC052040,1109,996,996,864,686,930,596,780,656,993,371,780,173,899,425,895,936,856
ENSMUSG00000027210|Meis2,0,4,0,0,3,0,15,0,0,4,18,0,27,0,44,8,24,0
MSTRG.13503|Gm13991,23,57,67,32,15,24,24,19,18,31,38,32,23,24,18,29,29,51
MSTRG.13502|Gm13991,651,705,740,314,269,310,267,246,252,428,510,470,271,517,477,622,713,788
ENSMUSG00000085316|D330050G23Rik,0,0,0,4,3,8,4,0,0,5,5,0,10,9,11,0,4,0
ENSMUSG00000099470|Gm29340,2,3,0,3,5,6,8,3,6,3,21,7,8,8,25,5,3,0
MSTRG.13504|Spred1,497,367,291,2289,1630,2097,1653,1942,1810,934,1957,862,1315,696,2043,789,673,711
MSTRG.13505|Mir674,1,0,0,1,2,2,2,1,0,0,0,0,2,0,2,2,0,0
MSTRG.13506|Fam98b,774,860,772,2074,2745,2036,2364,2126,2414,1302,977,1442,650,1092,1080,1285,1267,1160
MSTRG.13508|Gm13985,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
MSTRG.13507|Rasgrp1,218,210,112,246,108,149,130,213,110,309,1126,444,649,333,1050,81,56,106
ENSMUSG00000027344|Fsip1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,6,0,0
ENSMUSG00000093368|Gm22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100046|Gm29232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000045339|A930104D05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040133|Gpr176,0,0,0,0,0,0,0,0,0,0,6,0,9,0,7,0,0,0
ENSMUSG00000085889|1700054M17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088497|Gm22651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.13516|Eif2ak4,1049,914,922,2209,2333,2320,2328,2406,2507,1219,1093,1195,668,1026,1294,1251,1179,946
MSTRG.13518|Srp14,1341,1411,913,1850,1929,1847,1904,1838,1888,1504,1812,1535,986,1640,1938,1649,1527,1248
MSTRG.13518|Bmf,1148,1108,1538,290,214,208,157,247,151,972,1861,824,1024,903,1786,675,570,969
MSTRG.13519|Gm13983,5,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0
MSTRG.13517,629,329,471,789,681,390,242,515,343,831,512,292,212,576,641,478,155,277
ENSMUSG00000080747|Gm14016,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0
MSTRG.13521|Pak6,63,45,29,504,48,473,74,307,96,426,73,364,40,191,102,60,35,15
MSTRG.13520|Bub1b,7626,7903,8269,6259,6759,6080,6445,5939,7024,6345,1953,5958,1259,6459,2625,7306,7163,8561
MSTRG.13510|4930412B13Rik,77,133,70,0,11,13,36,19,24,69,172,97,49,70,102,67,69,222
MSTRG.13511|Gm36979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
MSTRG.13512|Gm25308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13509|4930412B13Rik,7,6,0,0,0,0,1,0,0,0,11,0,0,3,0,6,0,11
MSTRG.13510|Gm13986,70,99,84,20,34,19,42,35,38,34,145,51,70,53,122,121,138,166
MSTRG.13514|Thbs1,121024,162165,135709,105505,298894,133472,316240,167375,255421,68590,325956,79450,182944,94178,291467,171065,185705,208051
MSTRG.13515|Gm29233,140,171,213,40,57,48,88,51,41,48,257,51,157,76,240,368,329,452
MSTRG.13513|Thbs1,64,151,53,5,10,3,16,27,22,35,56,77,20,33,56,8,26,40
MSTRG.13523|Inafm2,1152,1047,1144,1692,1764,1914,1866,1799,1718,1468,1472,1517,1027,1306,1880,1519,1388,1163
MSTRG.13525|Ccdc9b,27,7,0,227,83,226,93,149,89,88,84,89,42,45,88,27,25,13
MSTRG.13524|Plcb2,17118,16135,16579,8618,12318,10715,12989,12353,11885,13061,9360,12456,5143,15901,10616,21150,21650,19461
MSTRG.13522|Ankrd63,662,670,983,80,210,151,240,230,314,259,142,156,34,270,124,1423,1233,989
MSTRG.13528|Ivd,614,534,559,1874,2738,1947,2678,2161,2548,1058,983,1265,584,1038,1029,1052,835,697
MSTRG.13526|Knstrn,6092,6363,6850,3551,3559,3728,3601,3860,3742,3888,1123,3607,547,4054,1541,5970,6006,6755
MSTRG.13527|Gm14091,60,83,56,16,35,20,28,20,20,25,0,4,7,24,0,47,46,51
MSTRG.13530|Chst14,295,288,267,439,902,532,767,530,853,200,741,227,479,244,771,473,442,396
MSTRG.13529|Bahd1,2100,1901,2032,2888,3564,3256,3550,3559,3603,2243,2072,2242,1201,1887,2297,2326,2196,1728
MSTRG.13531|Ccdc32,230,151,182,465,496,528,437,428,481,367,410,388,245,338,447,249,307,246
MSTRG.13532|Rpusd2,120,73,50,561,711,547,634,496,639,334,95,401,72,224,155,146,117,94
MSTRG.13533|Rpusd2,14,17,3,71,102,71,76,87,114,76,37,48,34,46,42,35,20,7
MSTRG.13534,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13534|Knl1,5038,4656,5086,5023,3294,4315,2959,3773,3246,4475,670,3956,385,3847,1058,4455,4178,5921
MSTRG.13535|Rad51,1199,1294,1208,2162,2491,1985,2564,2092,2573,1415,447,1340,280,1533,627,1671,1458,1667
MSTRG.13536|Rmdn3,644,562,557,2154,2038,2155,1750,1927,1895,1425,956,1387,607,1068,1193,949,825,965
MSTRG.13537|Spint1,30,41,40,45,49,115,55,74,50,32,956,65,488,36,858,43,29,34
MSTRG.13543|Rhov,164,245,217,14,27,32,33,46,39,45,132,63,48,82,112,184,139,141
MSTRG.13539|Dnajc17,359,407,415,300,471,393,392,452,420,358,299,329,169,372,318,394,454,443
MSTRG.13542|Zfyve19,761,672,690,1130,1469,1448,1453,1442,1426,869,740,876,509,822,871,994,810,860
MSTRG.13538|Gchfr,9,27,15,13,20,25,31,27,39,18,11,0,12,17,9,15,21,5
MSTRG.13540|Gm14137,57,50,63,33,17,20,26,23,25,96,35,71,20,76,64,32,30,54
MSTRG.13541|Gm14138,50,50,62,87,62,70,87,83,88,52,44,68,22,49,62,74,46,55
MSTRG.13544,20,7,6,7,14,5,6,4,15,20,17,7,9,7,40,4,10,13
MSTRG.13545|Vps18,1847,1799,1700,2417,3257,2465,3217,2660,3240,1934,2344,2075,1406,2162,2379,2361,2129,2049
MSTRG.13546|Gm14207,4,4,7,12,0,13,0,8,0,0,6,0,0,0,7,0,0,0
MSTRG.13547|Dll4,23,37,12,106,5,108,9,159,0,48,38,71,36,36,26,0,0,3
MSTRG.13549|Chac1,411,398,291,166,336,187,367,256,292,407,165,410,114,414,191,410,445,387
MSTRG.13550|Chac1,5,7,4,3,6,2,2,2,0,3,0,26,0,9,4,7,6,11
MSTRG.13548,5,3,4,3,0,3,4,4,3,1,0,24,0,6,4,4,18,15
MSTRG.13551|Ino80,1704,1593,1628,3085,3519,3020,3340,3131,3625,2229,1556,2037,1123,1859,1817,2144,2050,2135
MSTRG.13552,31,22,41,37,9,24,19,29,0,36,20,15,18,33,23,59,26,34
MSTRG.13554|Exd1,344,387,397,107,104,108,96,100,94,117,46,68,41,139,62,272,266,247
MSTRG.13556|Chp1,12206,13592,13566,5909,5297,6556,5456,6157,5345,7252,6885,6662,3827,8340,6574,9596,9131,11500
MSTRG.13555|Exd1,6,7,6,0,0,0,9,0,0,0,0,18,0,4,0,1,8,3
MSTRG.13561|Ndufaf1,203,149,170,637,636,593,646,490,652,355,291,322,172,316,275,267,250,206
ENSMUSG00000081416|Gm14383,5,7,7,3,1,3,2,2,4,4,4,1,2,3,3,4,6,5
MSTRG.13560|H3f3c,18,21,19,14,10,12,10,12,12,13,20,21,8,14,17,13,13,15
MSTRG.13562|H3f3c,250,252,339,212,179,201,209,163,179,284,224,333,154,288,216,305,231,290
MSTRG.13558|Nusap1,11251,12286,11664,5133,4821,5384,4309,4651,4605,7318,1657,6849,1016,7612,2355,10030,10447,13733
MSTRG.13559|n-R5s204,0,1,2,1,1,0,2,0,1,1,0,0,0,1,0,4,5,3
MSTRG.13553|Oip5os1,6223,6162,6007,5993,4530,5406,4284,4777,3951,5482,4256,5593,2488,5669,4836,7290,6625,8451
MSTRG.13557|Oip5,599,482,632,712,725,770,749,692,641,571,162,546,114,583,275,794,618,745
ENSMUSG00000027296|Itpka,9,16,27,25,32,30,32,38,20,15,6,0,8,0,10,42,13,24
ENSMUSG00000027297|Ltk,0,0,6,7,3,10,6,6,0,0,0,0,7,2,0,0,0,3
